Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Region
EMP2211,31,Male,Designer,Retail,35,Remote,Europe
EMP2212,48,Female,Data Scientist,Finance,14,Onsite,Asia
EMP2213,28,Prefer not to say,HR,Manufacturing,30,Remote,South America
EMP2214,38,Female,HR,Manufacturing,21,Onsite,Europe
EMP2215,56,Prefer not to say,Project Manager,Healthcare,25,Hybrid,North America
EMP2216,42,Non-binary,Sales,Finance,15,Remote,Europe
EMP2217,38,Male,Marketing,Finance,11,Remote,Oceania
EMP2218,57,Non-binary,Project Manager,Finance,28,Hybrid,Oceania
EMP2219,52,Male,Data Scientist,Retail,34,Onsite,Africa
EMP2220,30,Prefer not to say,HR,Consulting,25,Onsite,Africa
EMP2221,43,Non-binary,Sales,IT,23,Onsite,Africa
EMP2222,25,Female,Project Manager,Education,34,Onsite,North America
EMP2223,37,Prefer not to say,Sales,Consulting,19,Remote,South America
EMP2224,25,Prefer not to say,Sales,Finance,25,Remote,North America
EMP2225,46,Male,HR,Manufacturing,31,Remote,Asia
EMP2226,59,Prefer not to say,Designer,Retail,29,Onsite,North America
EMP2227,42,Non-binary,Sales,Education,25,Onsite,South America
EMP2228,51,Male,HR,Consulting,5,Hybrid,South America
EMP2229,43,Non-binary,Designer,Healthcare,24,Hybrid,Africa
EMP2230,26,Prefer not to say,Data Scientist,Finance,10,Onsite,Oceania
EMP2231,48,Male,Marketing,IT,31,Hybrid,Asia
EMP2232,44,Non-binary,Sales,Consulting,8,Hybrid,Asia
EMP2233,47,Prefer not to say,Data Scientist,Retail,4,Remote,South America
EMP2234,36,Female,Marketing,Healthcare,21,Hybrid,Oceania
EMP2235,46,Female,HR,Manufacturing,20,Onsite,Asia
EMP2236,51,Female,Designer,Manufacturing,13,Remote,Europe
EMP2237,33,Non-binary,Marketing,Finance,25,Hybrid,Oceania
EMP2238,49,Non-binary,Marketing,Consulting,14,Hybrid,South America
EMP2239,26,Male,Marketing,Healthcare,27,Remote,South America
EMP2240,43,Prefer not to say,Project Manager,Finance,5,Hybrid,Africa
EMP2241,26,Male,Sales,Consulting,17,Remote,Oceania
EMP2242,55,Non-binary,Project Manager,IT,34,Hybrid,Europe
EMP2243,23,Male,Project Manager,Education,30,Hybrid,Africa
EMP2244,49,Prefer not to say,Project Manager,Consulting,13,Onsite,Africa
EMP2245,36,Non-binary,HR,Manufacturing,23,Remote,Africa
EMP2246,40,Prefer not to say,Software Engineer,Education,8,Remote,South America
EMP2247,59,Prefer not to say,Sales,IT,3,Onsite,Africa
EMP2248,50,Male,Project Manager,Consulting,26,Onsite,Asia
EMP2249,25,Non-binary,Sales,Consulting,12,Hybrid,Europe
EMP2250,27,Non-binary,Marketing,IT,1,Onsite,South America
EMP2251,36,Female,Designer,IT,8,Remote,Europe
EMP2252,36,Non-binary,HR,Finance,1,Hybrid,Europe
EMP2253,43,Male,Designer,Education,13,Remote,Oceania
EMP2254,53,Non-binary,Software Engineer,IT,8,Onsite,Europe
EMP2255,35,Non-binary,Sales,Manufacturing,24,Remote,Europe
EMP2256,50,Non-binary,Designer,Finance,16,Remote,Oceania
EMP2257,39,Female,Software Engineer,Retail,15,Hybrid,North America
EMP2258,35,Prefer not to say,Project Manager,Retail,25,Remote,Africa
EMP2259,54,Male,HR,Consulting,9,Remote,South America
EMP2260,29,Male,Software Engineer,Consulting,23,Remote,Europe
EMP2261,60,Male,Designer,Consulting,25,Onsite,South America
EMP2262,24,Non-binary,Designer,IT,3,Onsite,North America
EMP2263,51,Prefer not to say,Software Engineer,Consulting,13,Onsite,Oceania
EMP2264,56,Non-binary,Software Engineer,Healthcare,34,Onsite,Africa
EMP2265,51,Female,Project Manager,Manufacturing,26,Hybrid,North America
EMP2266,42,Female,Project Manager,Consulting,1,Onsite,Oceania
EMP2267,51,Male,Marketing,Retail,33,Onsite,South America
EMP2268,27,Female,Designer,Retail,10,Onsite,Europe
EMP2269,24,Non-binary,Sales,Consulting,9,Remote,Oceania
EMP2270,23,Female,Marketing,Education,10,Remote,Asia
EMP2271,24,Non-binary,Project Manager,Healthcare,17,Onsite,Europe
EMP2272,47,Female,Software Engineer,Healthcare,32,Hybrid,Africa
EMP2273,35,Non-binary,Sales,Healthcare,23,Hybrid,North America
EMP2274,33,Non-binary,Designer,Education,30,Hybrid,Europe
EMP2275,50,Female,Project Manager,Manufacturing,17,Onsite,Africa
EMP2276,37,Prefer not to say,Data Scientist,Healthcare,29,Remote,South America
EMP2277,43,Male,Sales,Finance,31,Onsite,Europe
EMP2278,45,Male,Project Manager,Consulting,19,Onsite,South America
EMP2279,59,Female,Data Scientist,Education,25,Onsite,Asia
EMP2280,31,Male,Project Manager,IT,33,Onsite,North America
EMP2281,60,Male,Data Scientist,Retail,19,Onsite,Asia
EMP2282,35,Female,Project Manager,Retail,31,Hybrid,South America
EMP2283,32,Female,Designer,Manufacturing,13,Onsite,Oceania
EMP2284,25,Prefer not to say,Project Manager,Education,21,Onsite,Europe
EMP2285,30,Female,Designer,Retail,12,Remote,Africa
EMP2286,50,Non-binary,Sales,Retail,10,Onsite,Europe
EMP2287,39,Prefer not to say,Data Scientist,Retail,27,Remote,Asia
EMP2288,30,Female,Project Manager,Healthcare,24,Hybrid,Oceania
EMP2289,58,Prefer not to say,Sales,IT,25,Hybrid,South America
EMP2290,41,Female,Data Scientist,IT,8,Hybrid,Africa
EMP2291,42,Non-binary,Marketing,IT,19,Hybrid,Asia
EMP2292,39,Non-binary,Sales,IT,26,Remote,Oceania
EMP2293,48,Female,Data Scientist,Consulting,12,Remote,Europe
EMP2294,38,Prefer not to say,Designer,Manufacturing,19,Hybrid,Asia
EMP2295,31,Prefer not to say,Marketing,Finance,35,Remote,Oceania
EMP2296,46,Male,Project Manager,IT,24,Hybrid,North America
EMP2297,59,Male,Software Engineer,Finance,23,Onsite,South America
EMP2298,22,Male,Marketing,Finance,2,Hybrid,Africa
EMP2299,58,Non-binary,HR,Consulting,24,Hybrid,South America
EMP2300,41,Prefer not to say,Data Scientist,Consulting,33,Onsite,Europe
EMP2301,49,Prefer not to say,Sales,Healthcare,26,Hybrid,Oceania
EMP2302,34,Prefer not to say,Project Manager,Healthcare,4,Onsite,Africa
EMP2303,28,Non-binary,Sales,Finance,23,Onsite,Oceania
EMP2304,49,Male,Designer,Finance,13,Remote,North America
EMP2305,32,Male,Marketing,Finance,29,Remote,Europe
EMP2306,28,Female,Sales,Retail,16,Remote,Europe
EMP2307,29,Male,Data Scientist,IT,33,Remote,Asia
EMP2308,24,Female,Sales,Finance,29,Hybrid,South America
EMP2309,46,Female,Data Scientist,Education,8,Onsite,Africa
EMP2310,42,Male,Project Manager,IT,7,Remote,North America
EMP2311,32,Prefer not to say,Data Scientist,Retail,4,Onsite,South America
EMP2312,36,Non-binary,Marketing,Finance,16,Hybrid,South America
EMP2313,25,Prefer not to say,Marketing,Education,23,Hybrid,Oceania
EMP2314,42,Male,Designer,Consulting,25,Onsite,Europe
EMP2315,53,Female,HR,Healthcare,7,Onsite,Europe
EMP2316,31,Female,HR,IT,12,Hybrid,South America
EMP2317,59,Male,Project Manager,Healthcare,31,Hybrid,Africa
EMP2318,39,Male,Project Manager,Consulting,23,Hybrid,Asia
EMP2319,36,Non-binary,Software Engineer,Finance,9,Remote,Oceania
EMP2320,39,Male,Designer,Manufacturing,28,Hybrid,North America
EMP2321,25,Male,Sales,Retail,19,Remote,North America
EMP2322,42,Male,Software Engineer,Consulting,8,Remote,Europe
EMP2323,57,Female,Software Engineer,Finance,4,Hybrid,North America
EMP2324,28,Prefer not to say,HR,Consulting,26,Remote,Oceania
EMP2325,41,Male,Sales,Consulting,9,Hybrid,South America
EMP2326,33,Prefer not to say,Software Engineer,Retail,22,Onsite,North America
EMP2327,51,Prefer not to say,Project Manager,IT,7,Onsite,Oceania
EMP2328,29,Prefer not to say,Software Engineer,Manufacturing,24,Remote,Europe
EMP2329,48,Prefer not to say,Sales,Retail,6,Remote,Oceania
EMP2330,48,Non-binary,Data Scientist,Retail,14,Remote,South America
EMP2331,46,Male,Designer,Healthcare,9,Onsite,Oceania
EMP2332,23,Male,HR,Finance,9,Remote,Oceania
EMP2333,48,Non-binary,Marketing,Manufacturing,11,Remote,Oceania
EMP2334,57,Female,HR,Retail,6,Remote,Oceania
EMP2335,43,Non-binary,Designer,Manufacturing,26,Remote,Oceania
EMP2336,52,Female,Marketing,Education,35,Hybrid,Oceania
EMP2337,42,Prefer not to say,Data Scientist,Manufacturing,30,Onsite,Oceania
EMP2338,47,Prefer not to say,Sales,Consulting,14,Remote,South America
EMP2339,28,Female,Software Engineer,Consulting,27,Remote,North America
EMP2340,34,Prefer not to say,HR,Education,3,Hybrid,South America
EMP2341,32,Male,Data Scientist,Manufacturing,21,Hybrid,North America
EMP2342,55,Male,Project Manager,Finance,29,Hybrid,Asia
EMP2343,25,Prefer not to say,Software Engineer,IT,15,Onsite,Africa
EMP2344,47,Non-binary,Software Engineer,Finance,12,Hybrid,Asia
EMP2345,24,Female,Project Manager,Consulting,3,Hybrid,North America
EMP2346,36,Prefer not to say,Designer,Consulting,10,Hybrid,Oceania
EMP2347,39,Prefer not to say,Project Manager,Education,13,Hybrid,Europe
EMP2348,38,Male,Sales,IT,16,Onsite,Europe
EMP2349,25,Prefer not to say,Designer,Retail,13,Onsite,Europe
EMP2350,23,Non-binary,Marketing,Manufacturing,29,Remote,South America
EMP2351,41,Prefer not to say,HR,IT,26,Remote,Asia
EMP2352,53,Prefer not to say,Marketing,Finance,14,Remote,Africa
EMP2353,22,Prefer not to say,Project Manager,Retail,28,Hybrid,Asia
EMP2354,59,Female,Marketing,Consulting,14,Remote,Africa
EMP2355,32,Male,HR,Retail,15,Hybrid,North America
EMP2356,37,Female,Marketing,IT,31,Onsite,Asia
EMP2357,51,Male,HR,Healthcare,27,Hybrid,Asia
EMP2358,56,Prefer not to say,Software Engineer,Education,3,Remote,Asia
EMP2359,42,Prefer not to say,Designer,Retail,29,Remote,Europe
EMP2360,42,Non-binary,Designer,Consulting,12,Remote,North America
EMP2361,24,Non-binary,HR,Consulting,31,Remote,Asia
EMP2362,34,Male,Sales,Retail,7,Onsite,Asia
EMP2363,33,Male,Software Engineer,Finance,24,Onsite,Europe
EMP2364,51,Male,Project Manager,Retail,21,Hybrid,Europe
EMP2365,32,Female,HR,IT,22,Remote,Oceania
EMP2366,48,Female,HR,Healthcare,17,Hybrid,South America
EMP2367,22,Non-binary,Data Scientist,Education,17,Hybrid,Africa
EMP2368,58,Male,HR,Finance,13,Hybrid,North America
EMP2369,32,Male,Data Scientist,Retail,11,Remote,Asia
EMP2370,43,Prefer not to say,HR,IT,7,Remote,North America
EMP2371,43,Male,Software Engineer,Consulting,24,Onsite,North America
EMP2372,56,Prefer not to say,Designer,Finance,27,Hybrid,Asia
EMP2373,39,Female,Software Engineer,IT,32,Onsite,Africa
EMP2374,35,Female,Sales,Education,23,Hybrid,Africa
EMP2375,40,Female,Sales,Healthcare,2,Hybrid,Africa
EMP2376,28,Female,Sales,IT,22,Onsite,Europe
EMP2377,24,Female,Project Manager,Manufacturing,8,Onsite,South America
EMP2378,53,Male,HR,Retail,33,Hybrid,Asia
EMP2379,29,Non-binary,Sales,Healthcare,33,Remote,South America
EMP2380,23,Non-binary,Software Engineer,Education,1,Hybrid,South America
EMP2381,36,Non-binary,HR,Finance,22,Remote,North America
EMP2382,36,Male,Sales,Education,2,Remote,South America
EMP2383,57,Prefer not to say,Software Engineer,IT,17,Hybrid,North America
EMP2384,40,Non-binary,Project Manager,Finance,27,Hybrid,North America
EMP2385,58,Prefer not to say,Project Manager,Manufacturing,34,Remote,Oceania
EMP2386,23,Prefer not to say,Sales,IT,21,Remote,Africa
EMP2387,43,Male,Designer,Education,33,Remote,Africa
EMP2388,59,Prefer not to say,HR,Education,15,Onsite,Europe
EMP2389,48,Male,Marketing,IT,13,Onsite,Europe
EMP2390,38,Male,Marketing,Retail,11,Hybrid,Africa
EMP2391,56,Non-binary,Project Manager,Finance,2,Remote,Oceania
EMP2392,29,Female,Project Manager,Finance,12,Remote,North America
EMP2393,37,Non-binary,Software Engineer,Retail,10,Remote,Oceania
EMP2394,32,Prefer not to say,Project Manager,IT,24,Onsite,Europe
EMP2395,43,Female,Designer,Finance,30,Remote,Asia
EMP2396,43,Male,Project Manager,Retail,25,Remote,Europe
EMP2397,25,Male,HR,IT,21,Remote,Africa
EMP2398,29,Prefer not to say,Project Manager,Consulting,30,Remote,Africa
EMP2399,59,Prefer not to say,HR,Retail,27,Hybrid,Europe
EMP2400,33,Non-binary,Software Engineer,Healthcare,31,Remote,Africa
EMP2401,22,Non-binary,HR,Retail,6,Remote,North America
EMP2402,45,Female,Marketing,IT,27,Remote,Oceania
EMP2403,24,Male,Sales,Education,24,Onsite,Europe
EMP2404,28,Male,Sales,Healthcare,11,Onsite,Asia
EMP2405,29,Prefer not to say,Software Engineer,Education,14,Hybrid,Europe
EMP2406,56,Non-binary,Software Engineer,Retail,22,Onsite,North America
EMP2407,59,Female,Data Scientist,Finance,24,Remote,South America
EMP2408,24,Non-binary,Data Scientist,Education,5,Remote,Oceania
EMP2409,26,Non-binary,Project Manager,IT,12,Remote,Asia
EMP2410,59,Male,HR,Education,12,Onsite,Europe
EMP2411,41,Female,Sales,Healthcare,30,Hybrid,Europe
EMP2412,40,Non-binary,HR,Manufacturing,7,Remote,Oceania
EMP2413,48,Male,Sales,Finance,27,Onsite,South America
EMP2414,60,Male,Marketing,Manufacturing,26,Remote,Oceania
EMP2415,32,Male,Software Engineer,Finance,7,Remote,Europe
EMP2416,55,Male,Sales,Healthcare,9,Remote,North America
EMP2417,52,Prefer not to say,Designer,Education,33,Remote,Asia
EMP2418,40,Non-binary,Designer,Education,33,Onsite,South America
EMP2419,56,Non-binary,Software Engineer,Manufacturing,19,Onsite,North America
EMP2420,28,Female,HR,Consulting,34,Hybrid,Africa
EMP2421,43,Female,Data Scientist,Manufacturing,16,Remote,South America
EMP2422,53,Female,Sales,Consulting,9,Hybrid,South America
EMP2423,45,Prefer not to say,Marketing,Consulting,32,Hybrid,Europe
EMP2424,39,Female,HR,Finance,26,Hybrid,Europe
EMP2425,57,Female,Software Engineer,Education,29,Remote,Asia
EMP2426,24,Non-binary,Sales,Healthcare,13,Onsite,Africa
EMP2427,27,Male,Software Engineer,Manufacturing,11,Onsite,South America
EMP2428,40,Female,Designer,Finance,33,Onsite,Asia
EMP2429,27,Prefer not to say,Designer,Healthcare,13,Remote,Asia
EMP2430,22,Non-binary,Sales,Retail,13,Remote,South America
EMP2431,33,Male,Designer,IT,14,Hybrid,Asia
EMP2432,48,Female,Software Engineer,Retail,31,Hybrid,Asia
EMP2433,24,Prefer not to say,Marketing,Retail,17,Remote,Asia
EMP2434,58,Female,Data Scientist,Manufacturing,26,Remote,Oceania
EMP2435,34,Prefer not to say,Designer,IT,30,Hybrid,Asia
EMP2436,50,Non-binary,Project Manager,Finance,17,Hybrid,Oceania
EMP2437,23,Male,HR,Education,26,Hybrid,Europe
EMP2438,28,Prefer not to say,Project Manager,IT,14,Hybrid,Africa
EMP2439,57,Prefer not to say,Data Scientist,Retail,27,Hybrid,Africa
EMP2440,26,Male,Sales,Finance,26,Onsite,Africa
EMP2441,44,Prefer not to say,Marketing,Consulting,14,Hybrid,South America
EMP2442,59,Male,Sales,Retail,10,Onsite,South America
EMP2443,56,Prefer not to say,Sales,Healthcare,21,Remote,North America
EMP2444,45,Male,Designer,Manufacturing,31,Remote,North America
EMP2445,22,Prefer not to say,Marketing,Healthcare,20,Hybrid,Oceania
EMP2446,38,Non-binary,Software Engineer,Healthcare,27,Hybrid,North America
EMP2447,43,Non-binary,Designer,Healthcare,1,Hybrid,Asia
EMP2448,52,Non-binary,Data Scientist,Retail,12,Remote,Africa
EMP2449,30,Female,Data Scientist,Retail,20,Remote,South America
EMP2450,40,Male,HR,IT,21,Onsite,Africa
EMP2451,32,Prefer not to say,Project Manager,Retail,26,Hybrid,South America
EMP2452,59,Female,Sales,Consulting,9,Remote,South America
EMP2453,32,Female,Designer,Retail,12,Hybrid,South America
EMP2454,53,Female,Marketing,Healthcare,2,Hybrid,Africa
EMP2455,46,Non-binary,Designer,Education,22,Onsite,Africa
EMP2456,22,Male,Software Engineer,Manufacturing,18,Onsite,North America
EMP2457,48,Female,Project Manager,Manufacturing,33,Remote,North America
EMP2458,43,Prefer not to say,Software Engineer,Manufacturing,18,Onsite,South America
EMP2459,56,Non-binary,Marketing,IT,34,Onsite,Oceania
EMP2460,59,Non-binary,Marketing,Finance,26,Hybrid,Asia
EMP2461,30,Prefer not to say,Software Engineer,IT,1,Hybrid,Africa
EMP2462,45,Male,Data Scientist,Finance,15,Remote,Asia
EMP2463,35,Non-binary,Sales,Finance,7,Remote,Europe
EMP2464,30,Female,Software Engineer,IT,4,Hybrid,Europe
EMP2465,33,Female,Marketing,Healthcare,25,Remote,Asia
EMP2466,54,Female,HR,Finance,24,Hybrid,Europe
EMP2467,60,Female,Data Scientist,Retail,33,Remote,Asia
EMP2468,51,Female,HR,Manufacturing,6,Remote,Africa
EMP2469,55,Non-binary,Sales,Healthcare,26,Hybrid,Europe
EMP2470,41,Non-binary,Project Manager,Retail,31,Remote,Europe
EMP2471,30,Female,Project Manager,Finance,10,Onsite,South America
EMP2472,44,Prefer not to say,Software Engineer,Retail,13,Onsite,Africa
EMP2473,48,Female,Data Scientist,Healthcare,26,Onsite,Oceania
EMP2474,56,Female,Data Scientist,Finance,17,Onsite,North America
EMP2475,43,Male,Designer,IT,19,Hybrid,South America
EMP2476,37,Male,Software Engineer,Manufacturing,8,Remote,Asia
EMP2477,36,Non-binary,Sales,IT,8,Remote,Europe
EMP2478,45,Male,Marketing,IT,6,Hybrid,North America
EMP2479,23,Female,HR,Consulting,11,Remote,Oceania
EMP2480,57,Male,Sales,Finance,25,Hybrid,North America
EMP2481,43,Female,Software Engineer,Education,11,Hybrid,South America
EMP2482,59,Prefer not to say,HR,IT,9,Hybrid,Asia
EMP2483,49,Prefer not to say,Project Manager,Finance,5,Remote,Oceania
EMP2484,24,Female,Data Scientist,Finance,28,Hybrid,Africa
EMP2485,43,Female,HR,Education,7,Remote,North America
EMP2486,50,Non-binary,Marketing,Healthcare,17,Hybrid,Oceania
EMP2487,37,Prefer not to say,Marketing,Finance,33,Onsite,North America
EMP2488,48,Prefer not to say,Software Engineer,Healthcare,7,Remote,Oceania
EMP2489,28,Female,Project Manager,Consulting,18,Hybrid,Europe
EMP2490,48,Female,Sales,Consulting,30,Hybrid,North America
EMP2491,45,Male,Software Engineer,Healthcare,31,Hybrid,Europe
EMP2492,42,Non-binary,Marketing,Healthcare,9,Hybrid,Asia
EMP2493,56,Non-binary,HR,Healthcare,12,Remote,Asia
EMP2494,42,Prefer not to say,Designer,Healthcare,9,Remote,Asia
EMP2495,45,Prefer not to say,Project Manager,Education,16,Onsite,South America
EMP2496,31,Male,Data Scientist,IT,20,Onsite,Asia
EMP2497,55,Prefer not to say,Software Engineer,Education,15,Onsite,Oceania
EMP2498,47,Male,Project Manager,IT,19,Onsite,South America
EMP2499,56,Female,Data Scientist,Healthcare,18,Remote,Oceania
EMP2500,56,Prefer not to say,Marketing,Finance,21,Hybrid,Oceania
EMP2501,34,Male,Project Manager,Retail,23,Remote,Europe
EMP2502,57,Prefer not to say,Sales,Education,32,Hybrid,Asia
EMP2503,22,Prefer not to say,HR,Consulting,26,Hybrid,South America
EMP2504,57,Male,Project Manager,Retail,25,Hybrid,Oceania
EMP2505,37,Male,Designer,Education,26,Remote,Oceania
EMP2506,40,Prefer not to say,Sales,IT,25,Onsite,Oceania
EMP2507,30,Prefer not to say,Sales,Healthcare,16,Remote,South America
EMP2508,55,Prefer not to say,Marketing,IT,32,Onsite,Asia
EMP2509,49,Female,Project Manager,IT,27,Onsite,Oceania
EMP2510,24,Male,Software Engineer,Retail,6,Onsite,South America
EMP2511,56,Prefer not to say,Sales,Healthcare,27,Remote,Asia
EMP2512,23,Non-binary,Project Manager,Consulting,26,Onsite,Asia
EMP2513,28,Male,Software Engineer,Manufacturing,26,Hybrid,Europe
EMP2514,29,Female,Marketing,Consulting,6,Remote,North America
EMP2515,31,Female,HR,IT,24,Remote,South America
EMP2516,27,Female,Sales,Healthcare,23,Hybrid,North America
EMP2517,26,Female,Software Engineer,Education,33,Remote,Africa
EMP2518,56,Male,Data Scientist,Retail,20,Remote,Oceania
EMP2519,37,Prefer not to say,HR,Manufacturing,5,Onsite,Asia
EMP2520,40,Non-binary,Software Engineer,Finance,34,Remote,Africa
EMP2521,30,Non-binary,Data Scientist,Healthcare,25,Remote,Oceania
EMP2522,36,Prefer not to say,HR,Education,13,Hybrid,Europe
EMP2523,33,Female,Project Manager,IT,4,Hybrid,Europe
EMP2524,55,Male,HR,Healthcare,2,Remote,Europe
EMP2525,39,Prefer not to say,Designer,Manufacturing,13,Hybrid,Asia
EMP2526,25,Female,Software Engineer,Finance,25,Remote,Asia
EMP2527,27,Male,Marketing,Manufacturing,29,Onsite,North America
EMP2528,54,Male,HR,Consulting,31,Hybrid,South America
EMP2529,35,Prefer not to say,HR,IT,31,Onsite,North America
EMP2530,43,Non-binary,Designer,Finance,17,Hybrid,Asia
EMP2531,52,Non-binary,Designer,Manufacturing,19,Hybrid,South America
EMP2532,34,Prefer not to say,Sales,Finance,27,Hybrid,South America
EMP2533,33,Female,Data Scientist,Healthcare,6,Remote,South America
EMP2534,47,Prefer not to say,Marketing,Retail,17,Remote,Europe
EMP2535,49,Prefer not to say,Designer,Healthcare,12,Onsite,Africa
EMP2536,55,Non-binary,Software Engineer,IT,16,Remote,Asia
EMP2537,32,Female,Project Manager,Retail,11,Hybrid,Oceania
EMP2538,56,Non-binary,HR,Education,30,Remote,Europe
EMP2539,22,Female,Sales,Education,25,Onsite,North America
EMP2540,42,Male,Marketing,Retail,22,Onsite,South America
EMP2541,23,Non-binary,Software Engineer,Manufacturing,26,Onsite,Africa
EMP2542,23,Male,Designer,Education,34,Onsite,Europe
EMP2543,40,Non-binary,Software Engineer,Retail,24,Hybrid,Africa
EMP2544,54,Prefer not to say,Data Scientist,Healthcare,21,Remote,Europe
EMP2545,49,Female,Marketing,Education,29,Hybrid,Africa
EMP2546,58,Non-binary,Software Engineer,Retail,8,Onsite,North America
EMP2547,60,Prefer not to say,Sales,Education,28,Onsite,Oceania
EMP2548,25,Male,Sales,Education,22,Hybrid,South America
EMP2549,53,Male,Designer,Consulting,1,Hybrid,Asia
EMP2550,48,Male,Software Engineer,Education,9,Remote,Europe
EMP2551,34,Non-binary,Designer,Retail,17,Remote,Oceania
EMP2552,39,Male,Sales,Manufacturing,3,Onsite,Oceania
EMP2553,24,Non-binary,Designer,Manufacturing,3,Remote,Africa
EMP2554,27,Non-binary,HR,Consulting,28,Remote,Oceania
EMP2555,23,Female,Data Scientist,Manufacturing,25,Onsite,Africa
EMP2556,37,Prefer not to say,Software Engineer,Finance,18,Remote,Oceania
EMP2557,23,Female,Data Scientist,IT,1,Onsite,North America
EMP2558,36,Non-binary,Marketing,IT,21,Onsite,Europe
EMP2559,27,Female,Sales,Finance,32,Onsite,Oceania
EMP2560,39,Female,Designer,Education,26,Remote,North America
EMP2561,51,Female,Data Scientist,Retail,1,Onsite,North America
EMP2562,47,Male,Data Scientist,Consulting,22,Onsite,Oceania
EMP2563,30,Prefer not to say,Data Scientist,Consulting,29,Onsite,South America
EMP2564,47,Male,Project Manager,IT,6,Onsite,South America
EMP2565,48,Non-binary,Designer,Healthcare,5,Remote,Africa
EMP2566,42,Male,Project Manager,IT,5,Onsite,Asia
EMP2567,51,Prefer not to say,Sales,Healthcare,3,Remote,Asia
EMP2568,35,Prefer not to say,HR,Finance,7,Onsite,Europe
EMP2569,33,Male,Project Manager,Retail,9,Hybrid,North America
EMP2570,54,Male,Data Scientist,Consulting,2,Hybrid,Africa
EMP2571,45,Non-binary,Sales,IT,15,Onsite,Africa
EMP2572,46,Prefer not to say,Marketing,Retail,8,Onsite,Europe
EMP2573,59,Non-binary,Project Manager,Manufacturing,21,Remote,Europe
EMP2574,50,Prefer not to say,Data Scientist,Manufacturing,16,Remote,Europe
EMP2575,56,Male,Sales,Manufacturing,15,Onsite,Europe
EMP2576,26,Prefer not to say,Software Engineer,IT,27,Hybrid,South America
EMP2577,59,Prefer not to say,Data Scientist,Healthcare,18,Hybrid,Africa
EMP2578,26,Male,HR,Manufacturing,6,Remote,Europe
EMP2579,47,Female,HR,Consulting,25,Onsite,Asia
EMP2580,42,Female,Designer,Consulting,30,Hybrid,North America
EMP2581,52,Prefer not to say,Marketing,Finance,11,Onsite,Asia
EMP2582,59,Non-binary,Designer,Healthcare,2,Hybrid,Africa
EMP2583,56,Non-binary,HR,Retail,5,Hybrid,North America
EMP2584,29,Male,Data Scientist,Manufacturing,19,Hybrid,South America
EMP2585,54,Female,Marketing,Finance,23,Hybrid,Africa
EMP2586,48,Male,Data Scientist,Retail,3,Onsite,Africa
EMP2587,49,Prefer not to say,Project Manager,Education,29,Onsite,Europe
EMP2588,47,Prefer not to say,HR,Retail,26,Remote,Oceania
EMP2589,47,Prefer not to say,Marketing,Consulting,29,Hybrid,Africa
EMP2590,60,Female,Designer,Finance,13,Hybrid,Europe
EMP2591,46,Female,HR,Finance,29,Remote,North America
EMP2592,30,Non-binary,Designer,Healthcare,31,Hybrid,Asia
EMP2593,58,Non-binary,Sales,IT,1,Remote,Asia
EMP2594,57,Male,Project Manager,IT,21,Remote,Oceania
EMP2595,48,Prefer not to say,HR,Finance,9,Remote,Africa
EMP2596,47,Prefer not to say,HR,Consulting,5,Remote,Oceania
EMP2597,25,Non-binary,Project Manager,Education,14,Onsite,Europe
EMP2598,45,Prefer not to say,Sales,Healthcare,33,Hybrid,North America
EMP2599,26,Male,Project Manager,Education,3,Onsite,Asia
EMP2600,50,Female,HR,Retail,17,Remote,Oceania
EMP2601,59,Female,Marketing,Education,26,Remote,Asia
EMP2602,35,Male,Marketing,Education,24,Hybrid,Asia
EMP2603,44,Female,Marketing,IT,10,Hybrid,Oceania
EMP2604,41,Prefer not to say,Data Scientist,IT,1,Onsite,Africa
EMP2605,46,Female,Sales,Healthcare,12,Remote,Oceania
EMP2606,27,Male,Sales,Manufacturing,10,Onsite,Asia
EMP2607,27,Male,Data Scientist,Retail,11,Onsite,Oceania
EMP2608,33,Prefer not to say,HR,Manufacturing,21,Onsite,South America
EMP2609,35,Female,Project Manager,Consulting,23,Remote,Oceania
EMP2610,24,Prefer not to say,Sales,Finance,20,Hybrid,Asia
EMP2611,31,Male,Marketing,IT,16,Hybrid,Africa
EMP2612,39,Prefer not to say,Data Scientist,Retail,21,Hybrid,North America
EMP2613,42,Male,Data Scientist,Healthcare,13,Onsite,North America
EMP2614,46,Male,Data Scientist,Education,11,Hybrid,Oceania
EMP2615,48,Non-binary,Project Manager,Consulting,32,Onsite,Asia
EMP2616,58,Male,Marketing,Consulting,34,Onsite,Asia
EMP2617,44,Female,Marketing,Healthcare,2,Onsite,Asia
EMP2618,53,Male,Data Scientist,Consulting,4,Onsite,Europe
EMP2619,47,Non-binary,Sales,Finance,3,Hybrid,Oceania
EMP2620,25,Male,Data Scientist,Manufacturing,1,Onsite,South America
EMP2621,32,Female,Designer,Healthcare,1,Hybrid,Europe
EMP2622,23,Male,Project Manager,Consulting,15,Remote,Oceania
EMP2623,27,Non-binary,Project Manager,Education,9,Remote,Africa
EMP2624,45,Non-binary,Designer,Retail,18,Remote,Oceania
EMP2625,58,Female,Sales,Consulting,25,Remote,South America
EMP2626,57,Male,Marketing,Finance,10,Remote,South America
EMP2627,25,Male,HR,Retail,22,Onsite,Oceania
EMP2628,59,Female,Project Manager,Finance,27,Remote,Oceania
