Employee_ID,Work_Life_Balance_Rating,Access_to_Mental_Health_Resources,Productivity_Change,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Region
EMP2396,3,No,Decrease,Satisfied,5,Europe
EMP2397,3,Yes,Decrease,Unsatisfied,3,Africa
EMP2398,1,No,Decrease,Unsatisfied,5,Africa
EMP2399,3,Yes,Decrease,Unsatisfied,3,Europe
EMP2400,5,Yes,No Change,Neutral,5,Africa
EMP2401,5,Yes,No Change,Unsatisfied,1,North America
EMP2402,4,Yes,Increase,Satisfied,3,Oceania
EMP2403,2,No,Increase,Satisfied,2,Europe
EMP2404,3,No,No Change,Neutral,1,Asia
EMP2405,1,Yes,No Change,Unsatisfied,1,Europe
EMP2406,2,No,No Change,Satisfied,5,North America
EMP2407,3,Yes,Increase,Satisfied,5,South America
EMP2408,3,Yes,Decrease,Satisfied,5,Oceania
EMP2409,5,No,Increase,Satisfied,4,Asia
EMP2410,1,No,Increase,Unsatisfied,4,Europe
EMP2411,4,Yes,No Change,Unsatisfied,1,Europe
EMP2412,1,No,Decrease,Unsatisfied,2,Oceania
EMP2413,3,Yes,Increase,Neutral,4,South America
EMP2414,3,No,Increase,Neutral,5,Oceania
EMP2415,5,No,No Change,Satisfied,2,Europe
EMP2416,2,Yes,No Change,Neutral,1,North America
EMP2417,1,No,Decrease,Neutral,1,Asia
EMP2418,3,Yes,Decrease,Unsatisfied,5,South America
EMP2419,2,No,No Change,Satisfied,4,North America
EMP2420,1,No,Decrease,Neutral,3,Africa
EMP2421,3,No,No Change,Unsatisfied,4,South America
EMP2422,3,Yes,No Change,Neutral,3,South America
EMP2423,5,No,No Change,Neutral,1,Europe
EMP2424,5,Yes,No Change,Unsatisfied,3,Europe
EMP2425,3,No,Decrease,Satisfied,3,Asia
EMP2426,3,Yes,No Change,Satisfied,3,Africa
EMP2427,3,Yes,No Change,Satisfied,5,South America
EMP2428,2,No,Increase,Unsatisfied,1,Asia
EMP2429,4,Yes,Increase,Neutral,5,Asia
EMP2430,3,No,Decrease,Satisfied,2,South America
EMP2431,3,Yes,Increase,Neutral,3,Asia
EMP2432,3,No,Decrease,Satisfied,1,Asia
EMP2433,2,No,Increase,Satisfied,4,Asia
EMP2434,5,No,No Change,Satisfied,5,Oceania
EMP2435,5,Yes,Decrease,Unsatisfied,2,Asia
EMP2436,4,No,No Change,Neutral,3,Oceania
EMP2437,2,No,No Change,Satisfied,2,Europe
EMP2438,2,No,Increase,Satisfied,3,Africa
EMP2439,1,No,Increase,Satisfied,5,Africa
EMP2440,5,No,Increase,Satisfied,2,Africa
EMP2441,1,No,Increase,Unsatisfied,1,South America
EMP2442,5,No,No Change,Neutral,2,South America
EMP2443,4,No,Decrease,Unsatisfied,4,North America
EMP2444,3,No,Decrease,Unsatisfied,2,North America
EMP2445,4,No,No Change,Satisfied,1,Oceania
EMP2446,5,Yes,Increase,Satisfied,4,North America
EMP2447,5,No,Increase,Satisfied,1,Asia
EMP2448,1,No,Decrease,Satisfied,4,Africa
EMP2449,5,No,Decrease,Unsatisfied,3,South America
EMP2450,5,Yes,Decrease,Neutral,2,Africa
EMP2451,2,No,Decrease,Satisfied,5,South America
EMP2452,3,No,No Change,Satisfied,2,South America
EMP2453,2,No,No Change,Unsatisfied,3,South America
EMP2454,5,No,Decrease,Satisfied,2,Africa
EMP2455,2,No,No Change,Unsatisfied,5,Africa
EMP2456,2,Yes,Decrease,Neutral,3,North America
EMP2457,1,Yes,No Change,Unsatisfied,4,North America
EMP2458,1,Yes,Increase,Satisfied,2,South America
EMP2459,3,No,Decrease,Satisfied,2,Oceania
EMP2460,5,Yes,Decrease,Neutral,2,Asia
EMP2461,3,Yes,No Change,Neutral,5,Africa
EMP2462,2,No,Decrease,Unsatisfied,5,Asia
EMP2463,2,No,No Change,Satisfied,2,Europe
EMP2464,3,No,Increase,Unsatisfied,3,Europe
EMP2465,3,Yes,Decrease,Unsatisfied,5,Asia
EMP2466,1,No,No Change,Satisfied,5,Europe
EMP2467,4,Yes,No Change,Satisfied,3,Asia
EMP2468,4,Yes,Increase,Satisfied,2,Africa
EMP2469,5,Yes,Increase,Unsatisfied,2,Europe
EMP2470,2,Yes,Increase,Satisfied,1,Europe
EMP2471,2,Yes,Increase,Satisfied,3,South America
EMP2472,3,No,No Change,Unsatisfied,5,Africa
EMP2473,3,No,Increase,Satisfied,5,Oceania
EMP2474,4,No,No Change,Satisfied,3,North America
EMP2475,5,Yes,Decrease,Unsatisfied,1,South America
EMP2476,2,No,Increase,Neutral,4,Asia
EMP2477,5,Yes,Decrease,Neutral,2,Europe
EMP2478,3,No,Decrease,Neutral,4,North America
EMP2479,3,No,Increase,Satisfied,2,Oceania
EMP2480,1,Yes,No Change,Satisfied,3,North America
EMP2481,2,Yes,Decrease,Satisfied,5,South America
EMP2482,1,No,Decrease,Neutral,4,Asia
EMP2483,1,No,Decrease,Unsatisfied,4,Oceania
EMP2484,1,Yes,No Change,Unsatisfied,4,Africa
EMP2485,2,No,Increase,Neutral,1,North America
EMP2486,1,No,No Change,Neutral,5,Oceania
EMP2487,2,No,Increase,Unsatisfied,2,North America
EMP2488,5,No,No Change,Satisfied,1,Oceania
EMP2489,1,Yes,No Change,Neutral,1,Europe
EMP2490,5,No,Decrease,Neutral,1,North America
EMP2491,1,Yes,No Change,Neutral,2,Europe
EMP2492,3,No,Decrease,Satisfied,3,Asia
EMP2493,2,Yes,Decrease,Unsatisfied,5,Asia
EMP2494,5,Yes,Decrease,Unsatisfied,3,Asia
EMP2495,2,No,No Change,Satisfied,4,South America
EMP2496,1,Yes,Increase,Unsatisfied,3,Asia
EMP2497,3,No,No Change,Unsatisfied,5,Oceania
EMP2498,3,Yes,Increase,Neutral,4,South America
EMP2499,2,No,Increase,Neutral,3,Oceania
EMP2500,2,Yes,No Change,Satisfied,3,Oceania
EMP2501,1,No,No Change,Neutral,2,Europe
EMP2502,2,No,Increase,Satisfied,2,Asia
EMP2503,3,No,Decrease,Neutral,3,South America
EMP2504,3,Yes,Increase,Neutral,5,Oceania
EMP2505,5,Yes,No Change,Satisfied,3,Oceania
EMP2506,2,Yes,No Change,Unsatisfied,2,Oceania
EMP2507,2,No,Decrease,Neutral,1,South America
EMP2508,5,No,Decrease,Satisfied,3,Asia
EMP2509,1,No,No Change,Unsatisfied,4,Oceania
EMP2510,1,No,Increase,Neutral,4,South America
EMP2511,1,No,No Change,Satisfied,3,Asia
EMP2512,4,No,Increase,Unsatisfied,3,Asia
EMP2513,5,Yes,Decrease,Neutral,4,Europe
EMP2514,1,No,Decrease,Neutral,2,North America
EMP2515,3,No,Decrease,Unsatisfied,5,South America
EMP2516,3,Yes,No Change,Satisfied,4,North America
EMP2517,4,No,Increase,Satisfied,2,Africa
EMP2518,5,No,Decrease,Satisfied,3,Oceania
EMP2519,5,No,Decrease,Unsatisfied,1,Asia
EMP2520,4,Yes,No Change,Neutral,1,Africa
EMP2521,3,Yes,Increase,Satisfied,3,Oceania
EMP2522,3,No,No Change,Neutral,1,Europe
EMP2523,5,No,No Change,Unsatisfied,2,Europe
EMP2524,5,Yes,Increase,Satisfied,5,Europe
EMP2525,5,No,Increase,Neutral,4,Asia
EMP2526,3,Yes,Decrease,Neutral,1,Asia
EMP2527,3,Yes,No Change,Unsatisfied,5,North America
EMP2528,1,Yes,Increase,Unsatisfied,4,South America
EMP2529,5,No,No Change,Neutral,3,North America
EMP2530,2,Yes,No Change,Neutral,4,Asia
EMP2531,5,Yes,No Change,Neutral,5,South America
EMP2532,1,No,Decrease,Unsatisfied,2,South America
EMP2533,4,No,No Change,Unsatisfied,1,South America
EMP2534,3,No,Increase,Unsatisfied,4,Europe
EMP2535,4,Yes,No Change,Neutral,1,Africa
EMP2536,2,No,Decrease,Satisfied,4,Asia
EMP2537,2,No,Increase,Satisfied,3,Oceania
EMP2538,4,Yes,No Change,Neutral,1,Europe
EMP2539,3,Yes,Decrease,Satisfied,1,North America
EMP2540,5,No,Increase,Neutral,2,South America
EMP2541,1,Yes,Increase,Unsatisfied,3,Africa
EMP2542,5,Yes,Decrease,Satisfied,2,Europe
EMP2543,2,Yes,No Change,Satisfied,3,Africa
EMP2544,2,No,Increase,Unsatisfied,1,Europe
EMP2545,1,No,No Change,Neutral,4,Africa
EMP2546,2,No,Decrease,Neutral,3,North America
EMP2547,5,No,Increase,Unsatisfied,1,Oceania
EMP2548,2,No,Decrease,Unsatisfied,4,South America
EMP2549,2,Yes,Decrease,Neutral,2,Asia
EMP2550,2,No,No Change,Satisfied,5,Europe
EMP2551,2,Yes,Increase,Satisfied,1,Oceania
EMP2552,5,Yes,No Change,Satisfied,2,Oceania
EMP2553,5,Yes,Increase,Unsatisfied,5,Africa
EMP2554,3,Yes,Decrease,Neutral,5,Oceania
EMP2555,2,No,Increase,Satisfied,4,Africa
EMP2556,1,No,Increase,Unsatisfied,4,Oceania
EMP2557,4,Yes,No Change,Satisfied,4,North America
EMP2558,1,No,Increase,Satisfied,5,Europe
EMP2559,1,Yes,No Change,Neutral,1,Oceania
EMP2560,3,No,No Change,Neutral,4,North America
EMP2561,4,Yes,Decrease,Neutral,1,North America
EMP2562,2,Yes,Increase,Neutral,4,Oceania
EMP2563,4,Yes,Decrease,Satisfied,1,South America
EMP2564,2,No,No Change,Neutral,5,South America
EMP2565,3,Yes,Decrease,Neutral,1,Africa
EMP2566,3,No,No Change,Neutral,4,Asia
EMP2567,1,Yes,Decrease,Satisfied,5,Asia
EMP2568,1,No,Increase,Satisfied,2,Europe
EMP2569,5,No,Decrease,Unsatisfied,4,North America
EMP2570,4,No,No Change,Unsatisfied,5,Africa
EMP2571,4,Yes,Increase,Satisfied,4,Africa
EMP2572,1,Yes,Increase,Unsatisfied,3,Europe
EMP2573,4,Yes,Increase,Neutral,5,Europe
EMP2574,1,Yes,Decrease,Neutral,4,Europe
EMP2575,3,No,No Change,Satisfied,4,Europe
EMP2576,5,Yes,No Change,Unsatisfied,4,South America
EMP2577,2,No,Increase,Unsatisfied,3,Africa
EMP2578,5,Yes,No Change,Unsatisfied,4,Europe
EMP2579,1,No,Increase,Satisfied,2,Asia
EMP2580,2,Yes,Increase,Neutral,5,North America
EMP2581,5,No,Decrease,Satisfied,2,Asia
EMP2582,2,No,No Change,Unsatisfied,3,Africa
EMP2583,4,Yes,No Change,Neutral,2,North America
EMP2584,1,Yes,Increase,Satisfied,2,South America
EMP2585,2,No,No Change,Neutral,4,Africa
EMP2586,1,Yes,Decrease,Satisfied,3,Africa
EMP2587,3,Yes,Increase,Satisfied,5,Europe
EMP2588,3,Yes,Decrease,Satisfied,2,Oceania
EMP2589,5,No,Decrease,Satisfied,1,Africa
EMP2590,3,No,No Change,Satisfied,3,Europe
EMP2591,3,No,Increase,Neutral,1,North America
EMP2592,2,No,Decrease,Unsatisfied,2,Asia
EMP2593,4,Yes,Decrease,Neutral,4,Asia
EMP2594,4,Yes,Decrease,Neutral,3,Oceania
EMP2595,3,Yes,No Change,Neutral,1,Africa
EMP2596,5,Yes,No Change,Satisfied,5,Oceania
EMP2597,2,No,Increase,Unsatisfied,3,Europe
EMP2598,3,No,Increase,Satisfied,5,North America
EMP2599,4,Yes,No Change,Unsatisfied,3,Asia
EMP2600,2,No,No Change,Unsatisfied,5,Oceania
EMP2601,2,No,Decrease,Satisfied,2,Asia
EMP2602,2,Yes,Increase,Unsatisfied,5,Asia
EMP2603,2,No,No Change,Unsatisfied,1,Oceania
EMP2604,1,No,Increase,Unsatisfied,4,Africa
EMP2605,5,Yes,Decrease,Unsatisfied,1,Oceania
EMP2606,5,No,Increase,Neutral,2,Asia
EMP2607,5,No,No Change,Satisfied,3,Oceania
EMP2608,2,Yes,No Change,Neutral,1,South America
EMP2609,5,Yes,Increase,Satisfied,4,Oceania
EMP2610,3,Yes,Increase,Neutral,3,Asia
EMP2611,1,No,Decrease,Unsatisfied,3,Africa
EMP2612,4,Yes,Increase,Unsatisfied,4,North America
EMP2613,4,No,No Change,Satisfied,1,North America
EMP2614,1,Yes,Decrease,Neutral,4,Oceania
EMP2615,5,No,Increase,Neutral,1,Asia
EMP2616,2,Yes,Increase,Neutral,3,Asia
EMP2617,2,Yes,Increase,Unsatisfied,5,Asia
EMP2618,5,No,No Change,Satisfied,2,Europe
EMP2619,5,No,Decrease,Satisfied,4,Oceania
EMP2620,1,No,No Change,Neutral,5,South America
EMP2621,3,No,Decrease,Satisfied,5,Europe
EMP2622,4,No,No Change,Neutral,5,Oceania
EMP2623,3,Yes,Decrease,Unsatisfied,5,Africa
EMP2624,3,Yes,No Change,Unsatisfied,2,Oceania
EMP2625,1,No,Increase,Satisfied,3,South America
EMP2626,2,No,No Change,Satisfied,4,South America
EMP2627,1,No,No Change,Satisfied,5,Oceania
EMP2628,2,Yes,Increase,Neutral,4,Oceania
EMP2629,1,Yes,No Change,Neutral,2,Africa
EMP2630,5,Yes,Decrease,Neutral,3,North America
EMP2631,1,Yes,Decrease,Neutral,1,Asia
EMP2632,2,Yes,Decrease,Neutral,3,Europe
EMP2633,1,Yes,Decrease,Neutral,5,Europe
EMP2634,5,Yes,Decrease,Neutral,3,Asia
EMP2635,5,No,Increase,Unsatisfied,1,Asia
EMP2636,1,No,Increase,Neutral,3,South America
EMP2637,4,Yes,No Change,Satisfied,1,North America
EMP2638,4,No,Decrease,Neutral,1,South America
EMP2639,5,No,No Change,Neutral,5,Asia
EMP2640,5,No,No Change,Neutral,5,Oceania
EMP2641,5,Yes,No Change,Satisfied,1,Africa
EMP2642,4,Yes,Increase,Neutral,3,North America
EMP2643,3,Yes,Increase,Satisfied,2,Europe
EMP2644,5,No,Increase,Satisfied,4,North America
EMP2645,5,Yes,Decrease,Unsatisfied,5,Oceania
EMP2646,3,No,Decrease,Neutral,2,Africa
EMP2647,3,No,No Change,Unsatisfied,3,South America
EMP2648,1,Yes,Decrease,Satisfied,1,Africa
EMP2649,4,No,No Change,Neutral,2,Asia
EMP2650,3,Yes,Decrease,Unsatisfied,2,Oceania
EMP2651,3,No,Increase,Satisfied,2,Europe
EMP2652,4,Yes,Decrease,Satisfied,1,South America
EMP2653,4,Yes,Decrease,Neutral,4,South America
EMP2654,3,Yes,Increase,Neutral,2,Africa
EMP2655,3,No,No Change,Unsatisfied,1,Asia
EMP2656,1,No,No Change,Satisfied,4,Asia
EMP2657,2,No,Increase,Satisfied,2,Oceania
EMP2658,5,Yes,Increase,Unsatisfied,2,North America
EMP2659,4,Yes,Decrease,Satisfied,5,North America
EMP2660,3,No,No Change,Neutral,5,Africa
EMP2661,4,No,Decrease,Satisfied,1,Europe
EMP2662,3,No,No Change,Unsatisfied,3,North America
EMP2663,1,No,No Change,Satisfied,5,Africa
EMP2664,3,No,No Change,Neutral,3,Asia
EMP2665,2,Yes,Increase,Neutral,2,Asia
EMP2666,5,No,Increase,Neutral,4,Asia
EMP2667,5,Yes,Decrease,Unsatisfied,3,Asia
EMP2668,4,Yes,Increase,Satisfied,3,South America
EMP2669,5,Yes,No Change,Neutral,5,North America
EMP2670,4,Yes,Increase,Satisfied,5,Asia
EMP2671,3,Yes,Decrease,Neutral,2,Oceania
EMP2672,4,No,Decrease,Satisfied,5,Europe
EMP2673,3,Yes,Increase,Satisfied,5,South America
EMP2674,1,No,Increase,Satisfied,2,North America
EMP2675,2,No,No Change,Unsatisfied,4,Europe
EMP2676,5,No,Increase,Satisfied,5,South America
EMP2677,3,No,No Change,Satisfied,4,Europe
EMP2678,3,No,Increase,Unsatisfied,1,South America
EMP2679,4,No,Decrease,Unsatisfied,4,Africa
EMP2680,1,Yes,Decrease,Satisfied,3,North America
EMP2681,3,Yes,Increase,Neutral,4,Asia
EMP2682,1,Yes,Decrease,Satisfied,5,Asia
EMP2683,5,Yes,Decrease,Satisfied,4,Africa
EMP2684,2,Yes,Decrease,Satisfied,1,North America
EMP2685,5,Yes,Decrease,Unsatisfied,5,Africa
EMP2686,1,No,Increase,Neutral,4,Africa
EMP2687,3,Yes,Decrease,Unsatisfied,2,North America
EMP2688,2,No,Increase,Unsatisfied,5,South America
EMP2689,4,Yes,Decrease,Satisfied,1,Asia
EMP2690,4,Yes,Increase,Unsatisfied,5,Asia
EMP2691,2,Yes,No Change,Neutral,4,North America
EMP2692,5,Yes,No Change,Neutral,5,North America
EMP2693,3,No,Increase,Unsatisfied,2,Oceania
EMP2694,2,No,Decrease,Satisfied,4,North America
EMP2695,3,Yes,Decrease,Satisfied,1,North America
EMP2696,5,No,Decrease,Unsatisfied,3,Oceania
EMP2697,5,Yes,Increase,Unsatisfied,3,Oceania
EMP2698,2,Yes,No Change,Unsatisfied,1,Europe
EMP2699,3,No,Decrease,Unsatisfied,2,Africa
EMP2700,5,Yes,Increase,Satisfied,4,North America
EMP2701,4,Yes,No Change,Satisfied,1,North America
EMP2702,5,Yes,No Change,Neutral,3,Asia
EMP2703,4,No,No Change,Unsatisfied,1,North America
EMP2704,4,Yes,Decrease,Satisfied,3,Africa
EMP2705,3,No,Decrease,Satisfied,5,Europe
EMP2706,4,Yes,Decrease,Satisfied,2,Africa
EMP2707,4,Yes,Decrease,Unsatisfied,5,Europe
EMP2708,5,Yes,Increase,Unsatisfied,1,South America
EMP2709,3,Yes,Decrease,Unsatisfied,1,South America
EMP2710,2,No,Decrease,Satisfied,1,Europe
EMP2711,1,No,Decrease,Neutral,4,North America
EMP2712,3,Yes,No Change,Unsatisfied,2,Africa
EMP2713,5,Yes,No Change,Unsatisfied,4,Africa
EMP2714,4,No,Decrease,Unsatisfied,3,Oceania
EMP2715,2,No,No Change,Neutral,5,North America
EMP2716,4,No,No Change,Satisfied,1,Oceania
EMP2717,4,No,Increase,Neutral,5,North America
EMP2718,2,No,Decrease,Neutral,1,North America
EMP2719,4,Yes,Increase,Satisfied,5,South America
EMP2720,2,Yes,No Change,Satisfied,2,North America
EMP2721,1,No,Increase,Neutral,5,Africa
EMP2722,3,Yes,Decrease,Satisfied,5,Asia
EMP2723,4,No,No Change,Satisfied,4,Oceania
EMP2724,1,No,Decrease,Satisfied,3,North America
EMP2725,2,Yes,Increase,Neutral,3,Africa
EMP2726,5,Yes,No Change,Unsatisfied,2,South America
EMP2727,4,Yes,No Change,Unsatisfied,3,Asia
EMP2728,4,Yes,Increase,Neutral,4,Europe
EMP2729,1,Yes,No Change,Unsatisfied,1,South America
EMP2730,1,Yes,Decrease,Neutral,3,Africa
EMP2731,5,No,Increase,Satisfied,4,Asia
EMP2732,2,Yes,Decrease,Neutral,5,Asia
EMP2733,1,Yes,No Change,Unsatisfied,3,North America
EMP2734,2,No,No Change,Unsatisfied,2,Oceania
EMP2735,3,Yes,Decrease,Neutral,4,North America
EMP2736,4,Yes,No Change,Unsatisfied,2,South America
EMP2737,3,Yes,No Change,Neutral,5,Oceania
EMP2738,1,No,Increase,Neutral,5,Europe
EMP2739,5,Yes,Decrease,Neutral,2,Oceania
EMP2740,1,No,No Change,Neutral,4,Europe
EMP2741,3,No,Increase,Neutral,1,South America
EMP2742,4,Yes,Decrease,Neutral,4,Oceania
EMP2743,5,No,Increase,Unsatisfied,5,Oceania
EMP2744,3,No,No Change,Satisfied,1,Africa
EMP2745,5,Yes,Increase,Unsatisfied,4,Africa
EMP2746,3,Yes,Decrease,Satisfied,1,Europe
EMP2747,4,No,No Change,Satisfied,3,South America
EMP2748,5,Yes,No Change,Unsatisfied,3,Oceania
EMP2749,1,No,No Change,Neutral,2,Oceania
EMP2750,1,No,No Change,Neutral,2,Africa
EMP2751,4,Yes,No Change,Neutral,4,North America
EMP2752,1,No,No Change,Satisfied,3,Oceania
EMP2753,5,Yes,Increase,Satisfied,2,North America
EMP2754,5,Yes,No Change,Neutral,1,Oceania
EMP2755,1,No,Increase,Satisfied,1,Europe
EMP2756,1,Yes,No Change,Neutral,5,North America
EMP2757,3,Yes,Decrease,Neutral,1,South America
EMP2758,2,No,Increase,Satisfied,4,South America
EMP2759,5,No,Decrease,Satisfied,5,Oceania
EMP2760,5,Yes,No Change,Unsatisfied,4,North America
EMP2761,3,Yes,Increase,Unsatisfied,5,Oceania
EMP2762,4,No,Increase,Unsatisfied,1,Oceania
EMP2763,5,Yes,Decrease,Unsatisfied,2,Africa
EMP2764,2,Yes,Decrease,Unsatisfied,4,Africa
EMP2765,4,Yes,Decrease,Unsatisfied,2,Africa
EMP2766,4,Yes,Increase,Neutral,4,South America
EMP2767,5,No,No Change,Unsatisfied,5,South America
EMP2768,5,No,Increase,Satisfied,4,Oceania
EMP2769,1,No,No Change,Satisfied,2,North America
EMP2770,5,No,Decrease,Neutral,1,Africa
EMP2771,3,Yes,No Change,Neutral,4,Asia
EMP2772,5,Yes,No Change,Unsatisfied,2,North America
EMP2773,3,Yes,Increase,Neutral,3,Asia
EMP2774,4,No,Decrease,Neutral,1,Asia
EMP2775,3,Yes,Increase,Neutral,3,Africa
EMP2776,2,No,Decrease,Satisfied,3,Oceania
EMP2777,3,No,Increase,Unsatisfied,4,Europe
EMP2778,3,No,Decrease,Satisfied,3,Oceania
EMP2779,4,Yes,No Change,Neutral,1,Oceania
EMP2780,1,No,Increase,Unsatisfied,4,Africa
EMP2781,1,Yes,No Change,Satisfied,1,South America
EMP2782,1,Yes,Decrease,Unsatisfied,1,Asia
EMP2783,4,No,Increase,Neutral,3,Africa
EMP2784,5,No,No Change,Unsatisfied,5,Asia
EMP2785,5,Yes,Increase,Unsatisfied,2,Africa
EMP2786,1,Yes,Decrease,Unsatisfied,4,Oceania
EMP2787,3,No,No Change,Unsatisfied,4,Asia
EMP2788,3,No,Decrease,Satisfied,5,Oceania
EMP2789,1,No,No Change,Unsatisfied,1,Europe
EMP2790,5,Yes,Decrease,Unsatisfied,3,South America
EMP2791,1,Yes,Increase,Satisfied,1,Africa
EMP2792,3,No,Increase,Satisfied,4,Oceania
EMP2793,3,No,No Change,Neutral,5,Africa
EMP2794,2,Yes,Increase,Satisfied,2,South America
EMP2795,4,No,No Change,Neutral,4,Europe
EMP2796,5,Yes,No Change,Unsatisfied,5,South America
EMP2797,5,No,No Change,Unsatisfied,3,Africa
EMP2798,2,Yes,Decrease,Unsatisfied,1,South America
EMP2799,2,No,Decrease,Unsatisfied,5,North America
EMP2800,3,No,Increase,Satisfied,2,Africa
EMP2801,2,No,No Change,Unsatisfied,1,Oceania
EMP2802,1,Yes,Increase,Neutral,3,Europe
EMP2803,5,No,Decrease,Unsatisfied,3,South America
EMP2804,1,No,Increase,Satisfied,1,Asia
EMP2805,4,Yes,No Change,Satisfied,1,Africa
EMP2806,4,Yes,No Change,Unsatisfied,3,Africa
EMP2807,5,No,Decrease,Unsatisfied,2,Oceania
EMP2808,3,Yes,No Change,Neutral,5,South America
EMP2809,1,No,Increase,Neutral,3,Africa
EMP2810,3,Yes,No Change,Unsatisfied,1,Europe
EMP2811,2,No,No Change,Satisfied,1,Europe
EMP2812,4,No,No Change,Neutral,4,Asia
EMP2813,2,Yes,No Change,Neutral,1,North America
EMP2814,1,Yes,Increase,Satisfied,1,Oceania
EMP2815,1,Yes,Decrease,Unsatisfied,3,Oceania
EMP2816,3,No,Decrease,Unsatisfied,4,Oceania
EMP2817,5,Yes,Increase,Neutral,4,Asia
EMP2818,2,Yes,Decrease,Unsatisfied,5,Africa
EMP2819,1,Yes,Increase,Unsatisfied,5,Africa
EMP2820,4,No,Decrease,Satisfied,2,Europe
EMP2821,3,No,No Change,Neutral,1,Oceania
EMP2822,1,Yes,Decrease,Satisfied,2,Oceania
EMP2823,5,Yes,Increase,Neutral,2,Europe
EMP2824,5,Yes,No Change,Unsatisfied,2,Asia
EMP2825,4,Yes,Decrease,Unsatisfied,3,South America
EMP2826,5,Yes,Decrease,Neutral,4,Africa
EMP2827,4,No,No Change,Unsatisfied,4,South America
EMP2828,2,Yes,Decrease,Neutral,2,Oceania
EMP2829,4,Yes,Decrease,Unsatisfied,1,Asia
EMP2830,2,No,Decrease,Satisfied,2,South America
EMP2831,4,No,No Change,Neutral,5,South America
EMP2832,1,Yes,No Change,Satisfied,5,Asia
EMP2833,4,Yes,No Change,Unsatisfied,4,Africa
EMP2834,5,No,Increase,Unsatisfied,4,North America
EMP2835,5,Yes,Decrease,Unsatisfied,2,Asia
EMP2836,3,No,Increase,Neutral,3,Oceania
EMP2837,3,No,No Change,Neutral,4,South America
EMP2838,2,Yes,No Change,Unsatisfied,3,Europe
EMP2839,5,Yes,Increase,Neutral,3,Asia
EMP2840,5,Yes,Decrease,Satisfied,1,Africa
EMP2841,5,Yes,Decrease,Unsatisfied,3,South America
EMP2842,5,Yes,Decrease,Unsatisfied,1,North America
EMP2843,5,Yes,No Change,Neutral,2,Asia
EMP2844,4,Yes,No Change,Neutral,1,North America
EMP2845,2,No,No Change,Satisfied,5,South America
EMP2846,2,Yes,Increase,Satisfied,5,Africa
EMP2847,4,Yes,Increase,Neutral,5,Oceania
EMP2848,2,No,Increase,Satisfied,5,Africa
EMP2849,5,No,Decrease,Unsatisfied,1,South America
EMP2850,2,No,No Change,Unsatisfied,1,South America
EMP2851,2,No,Decrease,Neutral,3,South America
EMP2852,1,Yes,No Change,Satisfied,5,Asia
EMP2853,4,Yes,No Change,Neutral,2,Europe
EMP2854,1,Yes,Increase,Satisfied,4,South America
EMP2855,2,No,Decrease,Unsatisfied,3,North America
EMP2856,3,Yes,Increase,Satisfied,2,Asia
EMP2857,4,Yes,No Change,Satisfied,3,Europe
EMP2858,4,No,No Change,Neutral,1,Europe
EMP2859,3,Yes,Increase,Neutral,5,Asia
EMP2860,5,Yes,No Change,Unsatisfied,5,Europe
EMP2861,4,No,Increase,Unsatisfied,1,Asia
EMP2862,2,Yes,Increase,Satisfied,5,North America
EMP2863,5,Yes,No Change,Satisfied,1,Asia
EMP2864,5,Yes,Increase,Satisfied,3,Oceania
EMP2865,1,No,Decrease,Satisfied,1,South America
EMP2866,3,Yes,Decrease,Unsatisfied,3,Oceania
EMP2867,1,Yes,Increase,Neutral,5,North America
EMP2868,5,No,Decrease,Unsatisfied,4,South America
EMP2869,5,Yes,Decrease,Satisfied,4,Oceania
EMP2870,5,Yes,Increase,Unsatisfied,2,North America
EMP2871,2,Yes,No Change,Satisfied,2,North America
EMP2872,4,Yes,Decrease,Unsatisfied,1,South America
EMP2873,5,No,No Change,Neutral,3,Asia
EMP2874,1,No,Increase,Unsatisfied,3,Oceania
EMP2875,4,Yes,No Change,Neutral,1,Oceania
EMP2876,2,No,Increase,Satisfied,4,Asia
EMP2877,4,No,Increase,Satisfied,2,South America
EMP2878,4,Yes,Increase,Unsatisfied,3,South America
EMP2879,1,No,Increase,Satisfied,5,Asia
EMP2880,3,No,Decrease,Neutral,3,Europe
EMP2881,5,No,No Change,Satisfied,2,South America
EMP2882,1,Yes,No Change,Neutral,2,Africa
EMP2883,5,Yes,Decrease,Satisfied,1,Asia
EMP2884,4,No,No Change,Satisfied,4,South America
EMP2885,4,Yes,No Change,Unsatisfied,1,North America
EMP2886,1,No,Increase,Neutral,2,South America
EMP2887,2,Yes,No Change,Neutral,5,Africa
EMP2888,4,No,No Change,Neutral,4,Asia
EMP2889,5,No,Decrease,Neutral,5,South America
EMP2890,4,Yes,Decrease,Neutral,5,Europe
EMP2891,2,Yes,Decrease,Unsatisfied,5,Europe
EMP2892,3,No,Decrease,Neutral,4,North America
EMP2893,5,Yes,Increase,Unsatisfied,3,South America
EMP2894,3,No,No Change,Unsatisfied,5,Europe
EMP2895,1,No,Increase,Satisfied,5,North America
EMP2896,3,No,Decrease,Satisfied,2,South America
EMP2897,4,No,Increase,Satisfied,2,Asia
EMP2898,5,Yes,Decrease,Neutral,4,Asia
EMP2899,1,No,Decrease,Neutral,2,North America
EMP2900,4,No,No Change,Unsatisfied,2,Oceania
EMP2901,3,No,Decrease,Unsatisfied,5,Asia
