Employee_ID,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings
EMP2610,Sales,Finance,20,Hybrid,30,5
EMP2611,Marketing,IT,16,Hybrid,48,15
EMP2612,Data Scientist,Retail,21,Hybrid,29,1
EMP2613,Data Scientist,Healthcare,13,Onsite,54,6
EMP2614,Data Scientist,Education,11,Hybrid,41,13
EMP2615,Project Manager,Consulting,32,Onsite,47,12
EMP2616,Marketing,Consulting,34,Onsite,50,1
EMP2617,Marketing,Healthcare,2,Onsite,44,9
EMP2618,Data Scientist,Consulting,4,Onsite,30,1
EMP2619,Sales,Finance,3,Hybrid,30,15
EMP2620,Data Scientist,Manufacturing,1,Onsite,40,1
EMP2621,Designer,Healthcare,1,Hybrid,47,12
EMP2622,Project Manager,Consulting,15,Remote,34,15
EMP2623,Project Manager,Education,9,Remote,52,2
EMP2624,Designer,Retail,18,Remote,25,14
EMP2625,Sales,Consulting,25,Remote,49,0
EMP2626,Marketing,Finance,10,Remote,59,2
EMP2627,HR,Retail,22,Onsite,60,2
EMP2628,Project Manager,Finance,27,Remote,38,7
EMP2629,Designer,Finance,13,Remote,31,1
EMP2630,Project Manager,IT,5,Onsite,48,4
EMP2631,Designer,Finance,7,Remote,50,7
EMP2632,Project Manager,Healthcare,24,Hybrid,50,7
EMP2633,Marketing,Consulting,26,Remote,46,7
EMP2634,Project Manager,Consulting,2,Hybrid,59,0
EMP2635,Sales,Healthcare,8,Hybrid,55,9
EMP2636,Marketing,Consulting,21,Remote,38,3
EMP2637,HR,Retail,18,Hybrid,36,7
EMP2638,Sales,Retail,19,Hybrid,33,2
EMP2639,Data Scientist,Finance,31,Hybrid,31,10
EMP2640,Marketing,Education,29,Onsite,44,1
EMP2641,Designer,Manufacturing,25,Remote,22,10
EMP2642,Sales,Education,29,Onsite,32,15
EMP2643,Marketing,Consulting,20,Onsite,33,5
EMP2644,HR,Healthcare,8,Hybrid,44,11
EMP2645,Designer,Manufacturing,29,Onsite,57,13
EMP2646,HR,Retail,1,Remote,54,1
EMP2647,HR,Education,7,Hybrid,45,4
EMP2648,HR,Education,6,Hybrid,48,4
EMP2649,HR,Education,26,Remote,42,2
EMP2650,Software Engineer,Healthcare,16,Hybrid,38,11
EMP2651,Sales,Finance,28,Hybrid,59,12
EMP2652,Designer,Finance,24,Hybrid,28,13
EMP2653,Sales,IT,30,Onsite,34,8
EMP2654,Sales,Consulting,11,Hybrid,29,5
EMP2655,Marketing,Retail,2,Onsite,48,11
EMP2656,Designer,IT,1,Onsite,51,5
EMP2657,Software Engineer,IT,1,Hybrid,37,10
EMP2658,HR,IT,6,Onsite,32,8
EMP2659,Data Scientist,Manufacturing,14,Onsite,40,3
EMP2660,Marketing,Consulting,18,Remote,25,7
EMP2661,Designer,Retail,4,Remote,34,11
EMP2662,Marketing,Consulting,18,Onsite,55,11
EMP2663,Project Manager,IT,14,Hybrid,22,0
EMP2664,Project Manager,Retail,21,Onsite,57,10
EMP2665,Project Manager,Education,6,Onsite,60,0
EMP2666,Designer,Healthcare,5,Remote,40,1
EMP2667,Designer,Finance,32,Remote,60,6
EMP2668,Designer,IT,22,Remote,31,10
EMP2669,Designer,Healthcare,25,Remote,55,2
EMP2670,Data Scientist,IT,30,Hybrid,40,8
EMP2671,Sales,IT,16,Remote,53,12
EMP2672,HR,Manufacturing,21,Remote,34,14
EMP2673,Project Manager,Education,35,Hybrid,23,13
EMP2674,Data Scientist,Finance,28,Onsite,54,15
EMP2675,Sales,IT,1,Hybrid,29,8
EMP2676,Marketing,Consulting,29,Hybrid,40,9
EMP2677,Sales,Retail,13,Remote,22,1
EMP2678,Marketing,Retail,13,Onsite,22,14
EMP2679,Software Engineer,Education,6,Onsite,48,8
EMP2680,Data Scientist,IT,27,Hybrid,22,6
EMP2681,Sales,IT,7,Onsite,28,10
EMP2682,Marketing,Retail,8,Remote,43,7
EMP2683,Data Scientist,IT,1,Hybrid,49,5
EMP2684,Software Engineer,Consulting,4,Remote,20,10
EMP2685,Designer,Education,33,Hybrid,24,1
EMP2686,HR,Healthcare,33,Remote,24,2
EMP2687,Software Engineer,Consulting,5,Onsite,47,2
EMP2688,Project Manager,Finance,1,Hybrid,30,13
EMP2689,Sales,IT,15,Onsite,50,4
EMP2690,Marketing,Retail,6,Onsite,34,9
EMP2691,Data Scientist,Finance,29,Remote,55,7
EMP2692,Sales,Education,12,Remote,55,14
EMP2693,Software Engineer,Retail,16,Onsite,45,12
EMP2694,Project Manager,IT,19,Onsite,20,3
EMP2695,HR,IT,34,Remote,59,12
EMP2696,HR,IT,27,Remote,32,10
EMP2697,Sales,Manufacturing,15,Onsite,25,7
EMP2698,Sales,Finance,18,Hybrid,30,15
EMP2699,HR,Manufacturing,11,Hybrid,33,10
EMP2700,Marketing,Consulting,18,Remote,58,13
EMP2701,Software Engineer,IT,16,Remote,55,12
EMP2702,Designer,Retail,29,Onsite,58,2
EMP2703,Marketing,Healthcare,25,Onsite,34,4
EMP2704,Software Engineer,IT,21,Onsite,36,15
EMP2705,Software Engineer,Finance,8,Onsite,42,2
EMP2706,Marketing,Retail,2,Hybrid,22,15
EMP2707,HR,Education,33,Hybrid,52,3
EMP2708,Software Engineer,Education,27,Onsite,53,6
EMP2709,Data Scientist,Healthcare,27,Hybrid,37,11
EMP2710,Data Scientist,Manufacturing,29,Onsite,55,4
EMP2711,Project Manager,Healthcare,12,Remote,42,4
EMP2712,Marketing,IT,33,Onsite,55,4
EMP2713,Software Engineer,Manufacturing,24,Hybrid,42,13
EMP2714,Software Engineer,Manufacturing,6,Hybrid,39,10
EMP2715,Designer,Consulting,21,Hybrid,54,3
EMP2716,Data Scientist,Education,15,Onsite,28,0
EMP2717,Project Manager,IT,27,Onsite,44,13
EMP2718,Data Scientist,Finance,20,Onsite,36,11
EMP2719,HR,Manufacturing,30,Remote,20,15
EMP2720,Sales,Manufacturing,34,Onsite,42,15
EMP2721,Marketing,IT,24,Remote,24,1
EMP2722,HR,Education,2,Hybrid,48,7
EMP2723,Project Manager,IT,10,Hybrid,30,13
EMP2724,HR,Manufacturing,24,Onsite,27,5
EMP2725,Sales,Consulting,11,Hybrid,24,5
EMP2726,Designer,Healthcare,17,Remote,42,0
EMP2727,Designer,IT,24,Remote,53,10
EMP2728,Sales,Retail,9,Hybrid,34,14
EMP2729,HR,Retail,4,Onsite,42,7
EMP2730,Data Scientist,Manufacturing,3,Hybrid,25,3
EMP2731,Software Engineer,Consulting,6,Hybrid,30,15
EMP2732,Project Manager,Finance,16,Hybrid,27,9
EMP2733,Project Manager,Retail,26,Hybrid,27,15
EMP2734,Project Manager,Manufacturing,3,Hybrid,56,5
EMP2735,Marketing,Retail,20,Onsite,30,14
EMP2736,Project Manager,Healthcare,31,Onsite,40,1
EMP2737,Sales,Retail,17,Hybrid,57,13
EMP2738,HR,Retail,28,Remote,46,10
EMP2739,Data Scientist,Consulting,21,Remote,38,15
EMP2740,Sales,Healthcare,3,Hybrid,47,5
EMP2741,Marketing,Finance,13,Remote,22,8
EMP2742,Project Manager,Manufacturing,4,Onsite,34,8
EMP2743,Data Scientist,Finance,35,Hybrid,46,2
EMP2744,Data Scientist,Healthcare,19,Onsite,28,0
EMP2745,Software Engineer,Manufacturing,27,Onsite,35,1
EMP2746,Designer,Retail,35,Hybrid,23,14
EMP2747,Marketing,IT,32,Onsite,36,7
EMP2748,Marketing,Retail,30,Hybrid,45,10
EMP2749,Project Manager,Retail,17,Remote,39,9
EMP2750,Designer,Education,28,Hybrid,55,7
EMP2751,HR,Education,4,Remote,26,5
EMP2752,Software Engineer,Consulting,34,Remote,51,6
EMP2753,Data Scientist,Finance,13,Remote,20,4
EMP2754,HR,Education,18,Remote,46,12
EMP2755,Designer,Consulting,10,Onsite,31,0
EMP2756,Sales,Consulting,5,Onsite,56,11
EMP2757,Project Manager,Education,30,Hybrid,52,10
EMP2758,Sales,Finance,35,Onsite,53,14
EMP2759,Marketing,Retail,3,Hybrid,30,0
EMP2760,Marketing,Manufacturing,22,Onsite,56,13
EMP2761,Data Scientist,Finance,34,Onsite,20,15
EMP2762,Software Engineer,Consulting,33,Remote,52,10
EMP2763,Sales,IT,4,Hybrid,38,5
EMP2764,HR,Consulting,21,Remote,36,10
EMP2765,Designer,Education,1,Onsite,25,9
EMP2766,Designer,Education,30,Hybrid,46,8
EMP2767,Data Scientist,Healthcare,28,Hybrid,42,8
EMP2768,Software Engineer,Education,26,Remote,32,9
EMP2769,Designer,Manufacturing,34,Hybrid,34,8
EMP2770,Marketing,Finance,5,Remote,35,1
EMP2771,Designer,Finance,24,Onsite,27,13
EMP2772,Marketing,IT,27,Hybrid,43,7
EMP2773,Data Scientist,Consulting,16,Hybrid,27,1
EMP2774,Sales,Education,13,Onsite,31,8
EMP2775,Marketing,Education,25,Onsite,20,2
EMP2776,HR,Retail,24,Hybrid,44,4
EMP2777,Project Manager,Retail,12,Remote,59,2
EMP2778,Data Scientist,Consulting,19,Onsite,53,3
EMP2779,Software Engineer,Healthcare,25,Onsite,56,11
EMP2780,Sales,Consulting,24,Onsite,37,6
EMP2781,Designer,IT,31,Remote,59,1
EMP2782,Designer,Education,2,Onsite,41,13
EMP2783,Sales,Retail,31,Hybrid,32,0
EMP2784,HR,Retail,28,Onsite,38,7
EMP2785,Sales,Healthcare,4,Onsite,42,15
EMP2786,Software Engineer,Finance,10,Hybrid,45,7
EMP2787,Sales,Manufacturing,26,Remote,36,4
EMP2788,Data Scientist,Retail,17,Remote,28,10
EMP2789,Marketing,Healthcare,33,Remote,23,7
EMP2790,Sales,Healthcare,17,Hybrid,40,11
EMP2791,Marketing,Retail,16,Hybrid,40,11
EMP2792,Data Scientist,Education,31,Onsite,24,5
EMP2793,Marketing,Education,34,Onsite,21,0
EMP2794,Sales,Finance,2,Onsite,34,3
EMP2795,Software Engineer,Healthcare,4,Remote,41,10
EMP2796,Data Scientist,Healthcare,35,Hybrid,23,15
EMP2797,Marketing,Healthcare,20,Onsite,47,15
EMP2798,Designer,IT,28,Onsite,45,14
EMP2799,Project Manager,Finance,6,Hybrid,44,0
EMP2800,HR,Healthcare,9,Onsite,50,5
EMP2801,HR,Consulting,32,Onsite,36,11
EMP2802,Sales,Healthcare,10,Remote,32,8
EMP2803,HR,Healthcare,19,Onsite,38,9
EMP2804,Marketing,Manufacturing,27,Remote,24,5
EMP2805,Sales,Consulting,23,Hybrid,26,1
EMP2806,Sales,Healthcare,13,Hybrid,48,14
EMP2807,HR,Healthcare,18,Remote,56,2
EMP2808,Project Manager,Consulting,27,Remote,38,12
EMP2809,HR,Finance,26,Hybrid,47,6
EMP2810,Sales,Healthcare,29,Remote,51,13
EMP2811,Software Engineer,Manufacturing,14,Hybrid,39,15
EMP2812,Data Scientist,Manufacturing,22,Remote,52,6
EMP2813,Designer,Retail,33,Remote,46,0
EMP2814,Marketing,IT,30,Remote,20,10
EMP2815,Project Manager,Finance,22,Remote,23,13
EMP2816,HR,Consulting,21,Onsite,39,0
EMP2817,HR,Retail,19,Hybrid,29,9
EMP2818,Project Manager,Healthcare,7,Hybrid,49,8
EMP2819,Data Scientist,IT,26,Remote,27,7
EMP2820,Project Manager,Consulting,16,Onsite,27,7
EMP2821,Project Manager,Healthcare,3,Hybrid,26,8
EMP2822,Project Manager,Consulting,11,Onsite,39,12
EMP2823,Data Scientist,Manufacturing,26,Hybrid,55,2
EMP2824,Data Scientist,Healthcare,3,Remote,59,7
EMP2825,Designer,Consulting,24,Onsite,49,9
EMP2826,Sales,Education,11,Onsite,38,8
EMP2827,Sales,Manufacturing,16,Remote,26,0
EMP2828,Sales,Consulting,3,Remote,31,2
EMP2829,Designer,Education,21,Remote,26,6
EMP2830,Sales,Manufacturing,1,Onsite,32,9
EMP2831,Data Scientist,Consulting,7,Onsite,33,4
EMP2832,Sales,Consulting,34,Hybrid,44,6
EMP2833,Data Scientist,Manufacturing,12,Onsite,37,5
EMP2834,HR,Education,12,Onsite,20,1
EMP2835,HR,IT,9,Remote,34,7
EMP2836,Data Scientist,IT,19,Remote,35,15
EMP2837,HR,Healthcare,33,Onsite,55,2
EMP2838,Project Manager,Healthcare,9,Hybrid,22,3
EMP2839,Project Manager,Healthcare,26,Remote,41,6
EMP2840,Software Engineer,Consulting,6,Hybrid,41,2
EMP2841,Software Engineer,Finance,13,Onsite,48,13
EMP2842,Software Engineer,Education,4,Onsite,56,9
EMP2843,Project Manager,Healthcare,33,Onsite,45,0
EMP2844,Sales,Finance,30,Remote,53,2
EMP2845,HR,IT,3,Onsite,28,2
EMP2846,Project Manager,Consulting,21,Remote,32,6
EMP2847,Marketing,Education,24,Onsite,55,14
EMP2848,Sales,IT,24,Onsite,48,1
EMP2849,Project Manager,Finance,30,Hybrid,57,10
EMP2850,Designer,Retail,17,Hybrid,37,10
EMP2851,Marketing,Retail,30,Remote,56,9
EMP2852,Project Manager,Healthcare,21,Onsite,23,14
EMP2853,Designer,IT,29,Onsite,49,2
EMP2854,Marketing,Finance,29,Remote,25,15
EMP2855,Designer,Retail,1,Remote,33,6
EMP2856,Marketing,Healthcare,1,Hybrid,31,2
EMP2857,Marketing,Education,12,Onsite,54,3
EMP2858,Data Scientist,IT,7,Onsite,57,8
EMP2859,Software Engineer,Finance,28,Hybrid,42,1
EMP2860,Software Engineer,IT,27,Onsite,49,2
EMP2861,Sales,Manufacturing,11,Onsite,33,7
EMP2862,Project Manager,Manufacturing,11,Remote,47,8
EMP2863,Software Engineer,Consulting,34,Hybrid,56,7
EMP2864,Sales,Finance,32,Remote,25,3
EMP2865,Project Manager,Education,16,Remote,36,3
EMP2866,Marketing,Consulting,3,Remote,26,3
EMP2867,Software Engineer,Manufacturing,16,Remote,56,10
EMP2868,HR,IT,11,Hybrid,54,15
EMP2869,Sales,Consulting,8,Onsite,46,3
EMP2870,Data Scientist,Consulting,3,Remote,36,10
EMP2871,Marketing,Retail,26,Onsite,45,3
EMP2872,Designer,Finance,6,Remote,36,9
EMP2873,Data Scientist,Retail,20,Onsite,46,4
EMP2874,Sales,Finance,17,Hybrid,47,0
EMP2875,Software Engineer,Retail,13,Onsite,41,7
EMP2876,Data Scientist,Education,18,Onsite,38,15
EMP2877,Data Scientist,Consulting,17,Onsite,60,2
EMP2878,Project Manager,Healthcare,5,Onsite,48,1
EMP2879,Designer,Education,33,Remote,24,10
EMP2880,Data Scientist,Manufacturing,14,Onsite,57,6
EMP2881,Designer,IT,24,Onsite,30,0
EMP2882,Data Scientist,Retail,11,Remote,42,14
EMP2883,Data Scientist,Retail,23,Onsite,51,11
EMP2884,Designer,Healthcare,15,Onsite,28,11
EMP2885,Software Engineer,Healthcare,15,Hybrid,60,14
EMP2886,Project Manager,Finance,15,Onsite,35,0
EMP2887,Software Engineer,Healthcare,15,Onsite,59,12
EMP2888,Project Manager,Manufacturing,25,Remote,58,1
EMP2889,HR,Retail,28,Remote,22,4
EMP2890,Sales,Consulting,10,Remote,45,13
EMP2891,HR,Consulting,6,Hybrid,27,5
EMP2892,Designer,Consulting,20,Remote,35,1
EMP2893,Software Engineer,Healthcare,12,Onsite,41,13
EMP2894,Project Manager,Consulting,15,Remote,31,8
EMP2895,HR,Retail,6,Hybrid,22,2
EMP2896,Marketing,Finance,21,Remote,24,13
EMP2897,Data Scientist,Education,9,Hybrid,24,12
EMP2898,Data Scientist,Finance,30,Hybrid,49,13
EMP2899,Project Manager,IT,25,Remote,52,3
EMP2900,Project Manager,Finance,35,Remote,55,15
EMP2901,HR,Consulting,23,Hybrid,22,9
EMP2902,Data Scientist,Retail,17,Remote,35,7
EMP2903,Sales,IT,35,Hybrid,52,12
EMP2904,Software Engineer,Finance,26,Onsite,45,15
EMP2905,Data Scientist,Education,6,Hybrid,30,3
EMP2906,HR,Retail,2,Onsite,56,5
EMP2907,Data Scientist,Retail,7,Remote,21,2
EMP2908,Project Manager,Manufacturing,29,Hybrid,56,0
EMP2909,Marketing,IT,4,Remote,26,1
EMP2910,Data Scientist,Finance,2,Hybrid,25,9
EMP2911,Project Manager,IT,6,Remote,27,15
EMP2912,Software Engineer,Retail,24,Hybrid,60,11
EMP2913,Project Manager,Manufacturing,28,Hybrid,21,3
EMP2914,Designer,Education,26,Onsite,25,10
EMP2915,Data Scientist,Retail,30,Hybrid,52,1
EMP2916,Project Manager,Finance,1,Remote,41,8
EMP2917,HR,IT,17,Remote,21,1
EMP2918,Project Manager,IT,10,Remote,56,2
EMP2919,Data Scientist,Healthcare,22,Hybrid,38,6
EMP2920,Designer,Consulting,23,Remote,43,9
EMP2921,Designer,Consulting,7,Hybrid,20,12
EMP2922,HR,Retail,7,Remote,52,7
EMP2923,Software Engineer,Retail,5,Remote,21,4
EMP2924,Sales,Retail,33,Remote,56,15
EMP2925,Software Engineer,Consulting,25,Onsite,38,5
EMP2926,Data Scientist,Education,22,Remote,39,15
EMP2927,Marketing,Manufacturing,31,Onsite,47,5
EMP2928,Project Manager,Finance,3,Remote,53,8
EMP2929,Data Scientist,Retail,26,Onsite,58,7
EMP2930,Designer,Retail,17,Onsite,55,15
EMP2931,Designer,Finance,12,Remote,54,13
EMP2932,Software Engineer,Education,11,Onsite,60,13
EMP2933,Data Scientist,Retail,32,Hybrid,34,13
EMP2934,HR,IT,28,Remote,50,14
EMP2935,HR,IT,27,Onsite,60,15
EMP2936,Project Manager,Healthcare,6,Remote,20,11
EMP2937,Marketing,Consulting,9,Hybrid,60,15
EMP2938,HR,IT,27,Remote,38,10
EMP2939,Data Scientist,Education,29,Onsite,53,5
EMP2940,Sales,IT,23,Onsite,58,10
EMP2941,Project Manager,Manufacturing,3,Onsite,49,13
EMP2942,Data Scientist,Consulting,25,Remote,30,2
EMP2943,Designer,Healthcare,30,Remote,42,5
EMP2944,Data Scientist,Education,19,Remote,34,5
EMP2945,Project Manager,IT,12,Remote,41,11
EMP2946,Data Scientist,Retail,19,Remote,22,12
EMP2947,Sales,Consulting,34,Onsite,24,12
EMP2948,Project Manager,Healthcare,15,Hybrid,57,9
EMP2949,Designer,Finance,4,Remote,29,15
EMP2950,Marketing,Retail,6,Remote,41,11
EMP2951,Designer,Education,35,Remote,27,13
EMP2952,Software Engineer,Finance,30,Remote,47,7
EMP2953,Marketing,Retail,5,Onsite,41,7
EMP2954,Project Manager,IT,6,Remote,33,11
EMP2955,Marketing,IT,25,Remote,35,6
EMP2956,Marketing,Consulting,3,Remote,60,11
EMP2957,HR,IT,27,Onsite,56,6
EMP2958,Project Manager,IT,17,Remote,28,13
EMP2959,Data Scientist,Healthcare,16,Onsite,22,14
EMP2960,Designer,Finance,8,Hybrid,24,0
EMP2961,HR,Consulting,2,Hybrid,22,14
EMP2962,Project Manager,Education,29,Remote,37,12
EMP2963,Marketing,Education,10,Hybrid,32,4
EMP2964,Software Engineer,IT,14,Onsite,51,14
EMP2965,Software Engineer,Manufacturing,20,Remote,60,14
EMP2966,Software Engineer,Education,15,Onsite,27,4
EMP2967,Software Engineer,Retail,18,Hybrid,44,3
EMP2968,Designer,Healthcare,22,Hybrid,48,3
EMP2969,Project Manager,IT,35,Remote,58,14
EMP2970,Data Scientist,Finance,5,Hybrid,27,4
EMP2971,Project Manager,Retail,3,Remote,22,0
EMP2972,Project Manager,Healthcare,28,Onsite,50,13
EMP2973,HR,Manufacturing,1,Onsite,39,2
EMP2974,Project Manager,Finance,29,Remote,20,12
EMP2975,Software Engineer,IT,22,Remote,36,1
EMP2976,Sales,IT,22,Hybrid,60,15
EMP2977,Marketing,Healthcare,25,Onsite,55,11
EMP2978,Marketing,Education,2,Onsite,41,12
EMP2979,Data Scientist,Manufacturing,21,Onsite,38,10
EMP2980,Data Scientist,Consulting,23,Onsite,56,4
EMP2981,Software Engineer,Consulting,35,Hybrid,54,8
EMP2982,Software Engineer,Manufacturing,29,Hybrid,23,2
EMP2983,Software Engineer,Education,5,Remote,46,11
EMP2984,Project Manager,Healthcare,13,Hybrid,46,15
EMP2985,Designer,Education,16,Remote,59,8
EMP2986,HR,IT,35,Hybrid,42,4
EMP2987,Data Scientist,Education,18,Remote,55,0
EMP2988,Sales,Healthcare,6,Onsite,37,13
EMP2989,HR,Consulting,24,Onsite,31,15
EMP2990,Project Manager,Healthcare,18,Onsite,38,1
EMP2991,Marketing,Healthcare,13,Onsite,46,3
EMP2992,Sales,Finance,31,Onsite,46,7
EMP2993,Software Engineer,IT,29,Remote,43,13
EMP2994,Sales,Finance,31,Remote,38,15
EMP2995,Data Scientist,Finance,1,Onsite,47,12
EMP2996,Marketing,Education,22,Hybrid,27,4
EMP2997,Data Scientist,Manufacturing,15,Hybrid,49,1
EMP2998,Designer,Finance,10,Remote,33,11
EMP2999,Designer,Consulting,25,Onsite,42,12
EMP3000,Data Scientist,Retail,20,Hybrid,59,10
EMP3001,Designer,Finance,26,Hybrid,28,15
EMP3002,HR,Healthcare,11,Hybrid,49,8
EMP3003,Designer,Finance,18,Onsite,28,3
EMP3004,HR,Manufacturing,15,Onsite,56,13
EMP3005,Data Scientist,Retail,25,Onsite,35,10
EMP3006,Designer,Consulting,18,Onsite,42,6
EMP3007,HR,Education,12,Hybrid,34,8
EMP3008,Sales,Finance,33,Hybrid,22,9
EMP3009,HR,Manufacturing,16,Onsite,38,11
EMP3010,Designer,Manufacturing,31,Remote,47,10
EMP3011,Data Scientist,Finance,31,Remote,42,9
EMP3012,HR,Healthcare,28,Remote,39,15
EMP3013,HR,Healthcare,13,Hybrid,41,3
EMP3014,Sales,Manufacturing,17,Remote,29,6
EMP3015,Marketing,Healthcare,9,Onsite,51,4
EMP3016,Data Scientist,Retail,21,Onsite,53,14
EMP3017,Marketing,Education,5,Hybrid,27,12
EMP3018,HR,Education,4,Onsite,46,4
EMP3019,Designer,Finance,28,Onsite,48,15
EMP3020,HR,Education,5,Onsite,36,6
EMP3021,Data Scientist,Consulting,1,Remote,21,10
EMP3022,Sales,Manufacturing,31,Hybrid,59,2
EMP3023,Project Manager,Finance,26,Hybrid,25,11
EMP3024,Designer,Education,28,Hybrid,23,9
EMP3025,Sales,Education,16,Hybrid,59,5
EMP3026,Project Manager,Retail,6,Onsite,49,15
EMP3027,Project Manager,Healthcare,9,Onsite,37,6
EMP3028,Designer,Manufacturing,33,Hybrid,54,2
EMP3029,Data Scientist,Finance,5,Remote,27,14
EMP3030,Data Scientist,Education,21,Hybrid,51,7
EMP3031,Marketing,Manufacturing,18,Remote,46,4
EMP3032,Marketing,Retail,13,Hybrid,31,2
EMP3033,Data Scientist,Consulting,20,Remote,22,4
EMP3034,Software Engineer,Consulting,2,Onsite,31,0
EMP3035,Marketing,Retail,33,Onsite,49,0
EMP3036,HR,Manufacturing,35,Remote,52,4
EMP3037,Data Scientist,IT,17,Remote,30,9
EMP3038,Designer,IT,32,Hybrid,54,1
EMP3039,Designer,Education,4,Onsite,49,1
EMP3040,Project Manager,Manufacturing,32,Remote,47,12
EMP3041,Marketing,IT,22,Remote,22,5
EMP3042,Software Engineer,Manufacturing,30,Hybrid,39,2
EMP3043,Data Scientist,Manufacturing,4,Onsite,35,8
EMP3044,Software Engineer,Manufacturing,29,Onsite,24,0
EMP3045,Marketing,Healthcare,19,Onsite,53,14
EMP3046,Software Engineer,Finance,30,Onsite,48,3
EMP3047,Marketing,Retail,12,Onsite,40,9
EMP3048,Sales,IT,20,Onsite,58,14
EMP3049,Marketing,Education,18,Hybrid,36,6
EMP3050,Marketing,Retail,15,Onsite,28,15
EMP3051,Sales,Consulting,10,Hybrid,59,2
EMP3052,Marketing,Healthcare,24,Remote,34,13
EMP3053,Software Engineer,Retail,15,Onsite,30,1
EMP3054,Designer,Retail,35,Onsite,43,11
EMP3055,Marketing,Manufacturing,26,Hybrid,26,3
EMP3056,Data Scientist,Retail,7,Hybrid,21,5
EMP3057,Data Scientist,Manufacturing,4,Hybrid,52,4
EMP3058,Data Scientist,Manufacturing,29,Onsite,52,1
EMP3059,Designer,Finance,26,Remote,24,11
EMP3060,HR,Finance,9,Onsite,38,6
EMP3061,HR,Finance,23,Hybrid,50,14
EMP3062,Designer,Manufacturing,24,Hybrid,36,7
EMP3063,Data Scientist,Healthcare,15,Hybrid,56,5
EMP3064,Sales,Education,9,Onsite,42,9
EMP3065,Sales,Manufacturing,34,Hybrid,57,11
EMP3066,Project Manager,Healthcare,15,Onsite,26,6
EMP3067,Marketing,Consulting,26,Onsite,46,1
EMP3068,Software Engineer,IT,19,Onsite,26,13
EMP3069,Project Manager,IT,28,Remote,32,7
EMP3070,Project Manager,Finance,25,Onsite,33,15
EMP3071,Data Scientist,Manufacturing,27,Hybrid,46,6
EMP3072,Sales,Education,26,Onsite,31,3
EMP3073,Sales,Retail,7,Hybrid,38,2
EMP3074,Software Engineer,Retail,6,Hybrid,45,6
EMP3075,HR,Consulting,22,Hybrid,30,4
EMP3076,Software Engineer,Consulting,32,Hybrid,35,10
EMP3077,HR,Education,22,Remote,28,7
EMP3078,HR,Healthcare,19,Hybrid,45,1
EMP3079,Designer,Education,12,Remote,36,10
EMP3080,Data Scientist,Manufacturing,12,Remote,34,12
EMP3081,Software Engineer,Healthcare,16,Remote,20,11
EMP3082,Data Scientist,Consulting,25,Remote,37,3
EMP3083,Designer,Education,4,Hybrid,36,13
EMP3084,HR,Manufacturing,35,Hybrid,32,4
EMP3085,Designer,Retail,23,Onsite,35,11
EMP3086,Data Scientist,Finance,30,Hybrid,49,0
EMP3087,Sales,Finance,33,Hybrid,50,1
EMP3088,Sales,Education,9,Hybrid,57,15
EMP3089,HR,Finance,23,Onsite,59,12
EMP3090,Designer,Finance,32,Hybrid,44,7
EMP3091,HR,Education,17,Hybrid,55,12
EMP3092,Data Scientist,Retail,3,Remote,45,15
EMP3093,Software Engineer,IT,33,Onsite,53,8
EMP3094,Sales,IT,9,Hybrid,24,7
EMP3095,Designer,Education,8,Onsite,36,5
EMP3096,Sales,Consulting,33,Hybrid,37,6
EMP3097,Project Manager,Education,29,Onsite,55,4
EMP3098,Software Engineer,Manufacturing,29,Onsite,29,6
EMP3099,Project Manager,Manufacturing,9,Remote,42,11
EMP3100,Marketing,Consulting,35,Hybrid,35,5
EMP3101,Project Manager,Education,34,Onsite,26,7
EMP3102,Software Engineer,IT,16,Remote,36,14
EMP3103,Data Scientist,IT,2,Remote,35,13
EMP3104,Designer,Manufacturing,34,Remote,28,8
EMP3105,Data Scientist,Retail,6,Onsite,47,10
EMP3106,Marketing,Healthcare,17,Onsite,52,4
EMP3107,Software Engineer,Consulting,12,Hybrid,55,5
EMP3108,Marketing,IT,10,Remote,26,10
EMP3109,Sales,Healthcare,20,Onsite,32,6
EMP3110,Sales,Retail,24,Hybrid,26,3
EMP3111,Software Engineer,Retail,9,Hybrid,36,10
EMP3112,HR,Consulting,2,Remote,37,10
EMP3113,Designer,Retail,26,Onsite,55,9
EMP3114,Sales,Manufacturing,24,Hybrid,46,3
EMP3115,Project Manager,Finance,19,Hybrid,21,0
EMP3116,Data Scientist,Manufacturing,21,Remote,47,11
EMP3117,Data Scientist,Healthcare,34,Hybrid,33,5
EMP3118,HR,Retail,30,Hybrid,48,7
EMP3119,Project Manager,IT,7,Onsite,47,0
EMP3120,Sales,Healthcare,19,Onsite,37,11
EMP3121,Sales,Manufacturing,11,Hybrid,28,0
EMP3122,HR,IT,24,Hybrid,31,3
EMP3123,HR,Consulting,27,Onsite,56,9
EMP3124,Sales,IT,6,Remote,50,15
EMP3125,HR,IT,28,Hybrid,59,7
EMP3126,Data Scientist,Finance,6,Hybrid,53,0
EMP3127,Data Scientist,Consulting,2,Remote,48,15
EMP3128,Designer,Consulting,23,Onsite,45,10
EMP3129,Sales,IT,12,Remote,46,11
EMP3130,Sales,Consulting,28,Onsite,28,0
EMP3131,Sales,Retail,22,Onsite,50,3
